numbers: Table 1
time-date stamp,Date,"ERCOT Load, MW","Total Wind Output, MW","Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",1-hr MW change,1-hr % change,,,,
01/01/2019 00:00:00,Jan-01,36968,14128,22607,38.2,62,,,,,,
01/01/2019 01:00:00,Jan-01,37116,14237,22607,38.4,63,108.6,0.768,,,,
01/01/2019 02:00:00,Jan-01,37198,14013,22607,37.7,62,-224.1,-1.574,,,,
01/01/2019 03:00:00,Jan-01,37204,13550,22607,36.4,60,-462.9,-3.303,,,,
01/01/2019 04:00:00,Jan-01,37392,13327,22607,35.6,59,-223.1,-1.647,,,,
01/01/2019 05:00:00,Jan-01,38261,12911,22607,33.7,57,-415.3,-3.116,,,,
01/01/2019 06:00:00,Jan-01,39244,11851,22607,30.2,52,-1060.2,-8.212,,,,
01/01/2019 07:00:00,Jan-01,40170,10935,22607,27.2,48,-916.0,-7.729,,,,
01/01/2019 08:00:00,Jan-01,40646,9955,22607,24.5,44,-980.0,-8.961,,,,
01/01/2019 09:00:00,Jan-01,41280,8757,22607,21.2,39,-1198.1,-12.035,,,,
01/01/2019 10:00:00,Jan-01,41981,7413,22607,17.7,33,-1344.6,-15.354,,,,
01/01/2019 11:00:00,Jan-01,42176,6471,22607,15.3,29,-941.9,-12.707,,,,
01/01/2019 12:00:00,Jan-01,41930,5766,22607,13.8,26,-704.7,-10.89,,,,
01/01/2019 13:00:00,Jan-01,41504,5273,22607,12.7,23,-492.8,-8.547,,,,
01/01/2019 14:00:00,Jan-01,41168,4841,22607,11.8,21,-432.5,-8.202,,,,
01/01/2019 15:00:00,Jan-01,40861,4199,22607,10.3,19,-641.8,-13.258,,,,
01/01/2019 16:00:00,Jan-01,41188,3658,22607,8.9,16,-541.4,-12.893,,,,
01/01/2019 17:00:00,Jan-01,42555,3360,22607,7.9,15,-297.2,-8.125,,,,
01/01/2019 18:00:00,Jan-01,45258,3056,22607,6.8,14,-304.1,-9.048,,,,
01/01/2019 19:00:00,Jan-01,45353,2919,22607,6.4,13,-137.5,-4.498,,,,
01/01/2019 20:00:00,Jan-01,45069,2735,22607,6.1,12,-183.6,-6.29,,,,
01/01/2019 21:00:00,Jan-01,44463,2694,22607,6.1,12,-41.3,-1.509,,,,
01/01/2019 22:00:00,Jan-01,43280,2479,22607,5.7,11,-215.0,-7.979,,,,
01/01/2019 23:00:00,Jan-01,41295,2490,22607,6.0,11,10.6,0.427,,,,
01/02/2019 00:00:00,Jan-02,39823,2542,22601,6.4,11,52.4,2.104,,,,
01/02/2019 01:00:00,Jan-02,38874,2409,22601,6.2,11,-133.0,-5.232,,,,
01/02/2019 02:00:00,Jan-02,38433,2609,22601,6.8,12,200.3,8.316,,,,
01/02/2019 03:00:00,Jan-02,38555,3056,22601,7.9,14,446.6,17.116,,,,
01/02/2019 04:00:00,Jan-02,39231,3369,22601,8.6,15,312.8,10.236,,,,
01/02/2019 05:00:00,Jan-02,40838,3662,22601,9.0,16,292.9,8.696,,,,
01/02/2019 06:00:00,Jan-02,43653,2932,22601,6.7,13,-729.9,-19.934,,,,
01/02/2019 07:00:00,Jan-02,46454,2650,22601,5.7,12,-281.3,-9.596,,,,
01/02/2019 08:00:00,Jan-02,48176,2062,22601,4.3,9,-588.6,-22.207,,,,
01/02/2019 09:00:00,Jan-02,49033,2046,22601,4.2,9,-16.3,-0.789,,,,
01/02/2019 10:00:00,Jan-02,50145,1923,22601,3.8,9,-122.6,-5.996,,,,
01/02/2019 11:00:00,Jan-02,50965,1281,22601,2.5,6,-641.7,-33.37,,,,
01/02/2019 12:00:00,Jan-02,51389,1267,22601,2.5,6,-14.4,-1.12,,,,
01/02/2019 13:00:00,Jan-02,51421,1310,22601,2.5,6,43.3,3.417,,,,
01/02/2019 14:00:00,Jan-02,51321,1378,22601,2.7,6,68.1,5.2,,,,
01/02/2019 15:00:00,Jan-02,51118,2117,22601,4.1,9,739.0,53.619,,,,
01/02/2019 16:00:00,Jan-02,51043,1768,22601,3.5,8,-349.4,-16.504,,,,
01/02/2019 17:00:00,Jan-02,51640,1707,22601,3.3,8,-60.6,-3.426,,,,
01/02/2019 18:00:00,Jan-02,53743,1304,22601,2.4,6,-403.4,-23.626,,,,
01/02/2019 19:00:00,Jan-02,53017,883,22601,1.7,4,-420.6,-32.254,,,,
01/02/2019 20:00:00,Jan-02,51772,598,22601,1.2,3,-285.2,-32.287,,,,
01/02/2019 21:00:00,Jan-02,50235,794,22601,1.6,4,196.2,32.809,,,,
01/02/2019 22:00:00,Jan-02,48099,1035,22601,2.2,5,240.6,30.287,,,,
01/02/2019 23:00:00,Jan-02,45262,639,22601,1.4,3,-396.1,-38.273,,,,
01/03/2019 00:00:00,Jan-03,43392,977,22607,2.3,4,338.3,52.951,,,,
01/03/2019 01:00:00,Jan-03,41783,1453,22607,3.5,6,476.0,48.711,,,,
01/03/2019 02:00:00,Jan-03,41132,2091,22607,5.1,9,637.7,43.884,,,,
01/03/2019 03:00:00,Jan-03,40926,2973,22607,7.3,13,881.9,42.18,,,,
01/03/2019 04:00:00,Jan-03,41344,3506,22607,8.5,16,533.4,17.944,,,,
01/03/2019 05:00:00,Jan-03,42696,3308,22607,7.7,15,-198.0,-5.648,,,,
01/03/2019 06:00:00,Jan-03,45020,3771,22607,8.4,17,463.1,14,,,,
01/03/2019 07:00:00,Jan-03,47523,3738,22607,7.9,17,-33.4,-0.887,,,,
01/03/2019 08:00:00,Jan-03,48503,3821,22607,7.9,17,83.0,2.222,,,,
01/03/2019 09:00:00,Jan-03,48764,3824,22607,7.8,17,3.5,0.093,,,,
01/03/2019 10:00:00,Jan-03,49037,4197,22607,8.6,19,372.7,9.745,,,,
01/03/2019 11:00:00,Jan-03,48807,4976,22607,10.2,22,778.7,18.554,,,,
01/03/2019 12:00:00,Jan-03,48047,5890,22607,12.3,26,913.9,18.367,,,,
01/03/2019 13:00:00,Jan-03,46789,6567,22607,14.0,29,677.6,11.504,,,,
01/03/2019 14:00:00,Jan-03,45729,7609,22607,16.6,34,1041.7,15.862,,,,
01/03/2019 15:00:00,Jan-03,44751,8160,22607,18.2,36,551.2,7.245,,,,
01/03/2019 16:00:00,Jan-03,44485,6706,22607,15.1,30,-1454.1,-17.82,,,,
01/03/2019 17:00:00,Jan-03,45174,5314,22607,11.8,24,-1392.4,-20.763,,,,
01/03/2019 18:00:00,Jan-03,47964,4279,22607,8.9,19,-1035.0,-19.478,,,,
01/03/2019 19:00:00,Jan-03,48728,4210,22607,8.6,19,-68.7,-1.606,,,,
01/03/2019 20:00:00,Jan-03,48904,5934,22607,12.1,26,1723.9,40.947,,,,
01/03/2019 21:00:00,Jan-03,48464,6059,22607,12.5,27,125.3,2.112,,,,
01/03/2019 22:00:00,Jan-03,47107,5410,22607,11.5,24,-648.7,-10.706,,,,
01/03/2019 23:00:00,Jan-03,45016,5530,22607,12.3,24,119.2,2.204,,,,
01/04/2019 00:00:00,Jan-04,43527,6752,22607,15.5,30,1221.9,22.098,,,,
01/04/2019 01:00:00,Jan-04,42657,8346,22607,19.6,37,1594.4,23.616,,,,
01/04/2019 02:00:00,Jan-04,42442,9487,22607,22.4,42,1141.2,13.673,,,,
01/04/2019 03:00:00,Jan-04,42574,10296,22607,24.2,46,808.7,8.524,,,,
01/04/2019 04:00:00,Jan-04,42963,10897,22607,25.4,48,601.1,5.838,,,,
01/04/2019 05:00:00,Jan-04,44524,10716,22607,24.1,47,-181.2,-1.663,,,,
01/04/2019 06:00:00,Jan-04,47183,9578,22607,20.3,42,-1137.6,-10.616,,,,
01/04/2019 07:00:00,Jan-04,49695,8426,22607,17.0,37,-1152.5,-12.033,,,,
01/04/2019 08:00:00,Jan-04,50016,7351,22607,14.7,33,-1074.4,-12.752,,,,
01/04/2019 09:00:00,Jan-04,48119,5687,22607,11.8,25,-1663.9,-22.635,,,,
01/04/2019 10:00:00,Jan-04,46038,2179,22607,4.7,10,-3508.3,-61.686,,,,
01/04/2019 11:00:00,Jan-04,43750,1015,22607,2.3,4,-1163.9,-53.412,,,,
01/04/2019 12:00:00,Jan-04,41573,1149,22607,2.8,5,133.8,13.176,,,,
01/04/2019 13:00:00,Jan-04,39814,1271,22607,3.2,6,121.9,10.609,,,,
01/04/2019 14:00:00,Jan-04,38525,1552,22607,4.0,7,281.5,22.149,,,,
01/04/2019 15:00:00,Jan-04,37407,1819,22607,4.9,8,266.2,17.151,,,,
01/04/2019 16:00:00,Jan-04,36829,1499,22607,4.1,7,-319.5,-17.568,,,,
01/04/2019 17:00:00,Jan-04,36803,1180,22607,3.2,5,-318.6,-21.254,,,,
01/04/2019 18:00:00,Jan-04,39549,1411,22607,3.6,6,230.0,19.488,,,,
01/04/2019 19:00:00,Jan-04,40415,2343,22607,5.8,10,932.1,66.083,,,,
01/04/2019 20:00:00,Jan-04,40567,3322,22607,8.2,15,979.0,41.791,,,,
01/04/2019 21:00:00,Jan-04,40627,3920,22607,9.6,17,598.6,18.021,,,,
01/04/2019 22:00:00,Jan-04,40243,4379,22607,10.9,19,458.6,11.699,,,,
01/04/2019 23:00:00,Jan-04,39204,4647,22607,11.9,21,268.3,6.128,,,,
01/05/2019 00:00:00,Jan-05,37928,4267,22607,11.3,19,-380.0,-8.176,,,,
01/05/2019 01:00:00,Jan-05,37461,4737,22607,12.6,21,469.5,11.003,,,,
01/05/2019 02:00:00,Jan-05,37493,5165,22607,13.8,23,428.8,9.052,,,,
01/05/2019 03:00:00,Jan-05,37741,5201,22607,13.8,23,35.2,0.682,,,,
01/05/2019 04:00:00,Jan-05,38391,5349,22607,13.9,24,147.9,2.845,,,,
01/05/2019 05:00:00,Jan-05,39418,4518,22607,11.5,20,-830.4,-15.526,,,,
01/05/2019 06:00:00,Jan-05,41049,3828,22607,9.3,17,-690.1,-15.274,,,,
01/05/2019 07:00:00,Jan-05,43120,3941,22607,9.1,17,112.9,2.949,,,,
01/05/2019 08:00:00,Jan-05,44295,4068,22607,9.2,18,127.4,3.232,,,,
01/05/2019 09:00:00,Jan-05,43090,3732,22607,8.7,17,-336.3,-8.267,,,,
01/05/2019 10:00:00,Jan-05,40765,2896,22607,7.1,13,-835.7,-22.392,,,,
01/05/2019 11:00:00,Jan-05,38629,2497,22607,6.5,11,-398.9,-13.772,,,,
01/05/2019 12:00:00,Jan-05,36943,3276,22607,8.9,14,778.8,31.184,,,,
01/05/2019 13:00:00,Jan-05,35441,4757,22607,13.4,21,1481.1,45.209,,,,
01/05/2019 14:00:00,Jan-05,34585,5979,22607,17.3,26,1221.7,25.681,,,,
01/05/2019 15:00:00,Jan-05,34140,6478,22607,19.0,29,498.5,8.337,,,,
01/05/2019 16:00:00,Jan-05,33775,7181,22607,21.3,32,703.0,10.853,,,,
01/05/2019 17:00:00,Jan-05,33953,6875,22607,20.2,30,-305.4,-4.253,,,,
01/05/2019 18:00:00,Jan-05,36261,9272,22607,25.6,41,2396.3,34.854,,,,
01/05/2019 19:00:00,Jan-05,36891,13135,22607,35.6,58,3863.2,41.668,,,,
01/05/2019 20:00:00,Jan-05,36376,15194,22607,41.8,67,2059.7,15.681,,,,
01/05/2019 21:00:00,Jan-05,36449,16034,22607,44.0,71,840.0,5.528,,,,
01/05/2019 22:00:00,Jan-05,35687,15870,22607,44.5,70,-164.1,-1.024,,,,
01/05/2019 23:00:00,Jan-05,35201,15681,22607,44.5,69,-189.4,-1.193,,,,
01/06/2019 00:00:00,Jan-06,33850,15197,22607,44.9,67,-483.9,-3.086,,,,
01/06/2019 01:00:00,Jan-06,33178,15131,22607,45.6,67,-66.2,-0.436,,,,
01/06/2019 02:00:00,Jan-06,32804,14950,22607,45.6,66,-180.3,-1.191,,,,
01/06/2019 03:00:00,Jan-06,32795,15001,22607,45.7,66,50.6,0.338,,,,
01/06/2019 04:00:00,Jan-06,33049,15249,22607,46.1,67,248.3,1.655,,,,
01/06/2019 05:00:00,Jan-06,33586,15045,22607,44.8,67,-204.5,-1.341,,,,
01/06/2019 06:00:00,Jan-06,34862,15311,22607,43.9,68,266.5,1.772,,,,
01/06/2019 07:00:00,Jan-06,36304,16450,22607,45.3,73,1138.7,7.437,,,,
01/06/2019 08:00:00,Jan-06,37126,16545,22607,44.6,73,94.5,0.575,,,,
01/06/2019 09:00:00,Jan-06,37167,15319,22607,41.2,68,-1225.8,-7.409,,,,
01/06/2019 10:00:00,Jan-06,36449,14750,22607,40.5,65,-568.8,-3.713,,,,
01/06/2019 11:00:00,Jan-06,35687,15766,22607,44.2,70,1016.3,6.89,,,,
01/06/2019 12:00:00,Jan-06,35294,16509,22607,46.8,73,743.1,4.713,,,,
01/06/2019 13:00:00,Jan-06,34799,16103,22607,46.3,71,-406.9,-2.465,,,,
01/06/2019 14:00:00,Jan-06,34477,15900,22607,46.1,70,-202.5,-1.257,,,,
01/06/2019 15:00:00,Jan-06,34060,15583,22607,45.8,69,-317.4,-1.996,,,,
01/06/2019 16:00:00,Jan-06,34169,15761,22607,46.1,70,178.8,1.147,,,,
01/06/2019 17:00:00,Jan-06,34490,15908,22607,46.1,70,146.2,0.928,,,,
01/06/2019 18:00:00,Jan-06,36811,16779,22607,45.6,74,871.4,5.478,,,,
01/06/2019 19:00:00,Jan-06,37252,16736,22607,44.9,74,-42.9,-0.255,,,,
01/06/2019 20:00:00,Jan-06,36919,17048,22607,46.2,75,312.0,1.864,,,,
01/06/2019 21:00:00,Jan-06,36148,16927,22607,46.8,75,-121.4,-0.712,,,,
01/06/2019 22:00:00,Jan-06,34599,16285,22607,47.1,72,-641.7,-3.791,,,,
01/06/2019 23:00:00,Jan-06,32637,15461,22607,47.4,68,-823.7,-5.058,,,,
01/07/2019 00:00:00,Jan-07,30580,14414,22607,47.1,64,-1047.6,-6.776,,,,
01/07/2019 01:00:00,Jan-07,29377,13724,22607,46.7,61,-689.9,-4.786,,,,
01/07/2019 02:00:00,Jan-07,28757,12954,22607,45.0,57,-769.8,-5.61,,,,
01/07/2019 03:00:00,Jan-07,28456,12727,22607,44.7,56,-227.1,-1.753,,,,
01/07/2019 04:00:00,Jan-07,28529,12910,22607,45.3,57,183.0,1.438,,,,
01/07/2019 05:00:00,Jan-07,29857,12749,22607,42.7,56,-161.0,-1.247,,,,
01/07/2019 06:00:00,Jan-07,32504,11946,22607,36.8,53,-802.7,-6.296,,,,
01/07/2019 07:00:00,Jan-07,35340,12072,22607,34.2,53,125.7,1.052,,,,
01/07/2019 08:00:00,Jan-07,35716,11598,22607,32.5,51,-473.8,-3.925,,,,
01/07/2019 09:00:00,Jan-07,36047,10287,22607,28.5,46,-1311.3,-11.306,,,,
01/07/2019 10:00:00,Jan-07,36437,8432,22607,23.1,37,-1855.1,-18.034,,,,
01/07/2019 11:00:00,Jan-07,36899,7226,22607,19.6,32,-1205.8,-14.301,,,,
01/07/2019 12:00:00,Jan-07,36914,6407,22607,17.4,28,-819.2,-11.337,,,,
01/07/2019 13:00:00,Jan-07,37153,6876,22607,18.5,30,469.3,7.325,,,,
01/07/2019 14:00:00,Jan-07,37437,7544,22607,20.2,33,668.2,9.718,,,,
01/07/2019 15:00:00,Jan-07,37300,7440,22607,19.9,33,-104.7,-1.387,,,,
01/07/2019 16:00:00,Jan-07,37087,6619,22607,17.8,29,-820.8,-11.032,,,,
01/07/2019 17:00:00,Jan-07,36856,6594,22607,17.9,29,-24.4,-0.369,,,,
01/07/2019 18:00:00,Jan-07,38943,7769,22607,20.0,34,1174.7,17.814,,,,
01/07/2019 19:00:00,Jan-07,39510,8861,22607,22.4,39,1091.8,14.053,,,,
01/07/2019 20:00:00,Jan-07,38747,9515,22607,24.6,42,654.0,7.381,,,,
01/07/2019 21:00:00,Jan-07,37537,10430,22607,27.8,46,914.6,9.612,,,,
01/07/2019 22:00:00,Jan-07,35725,11552,22607,32.3,51,1122.5,10.763,,,,
01/07/2019 23:00:00,Jan-07,33481,11443,22607,34.2,51,-109.5,-0.948,,,,
01/08/2019 00:00:00,Jan-08,31190,10485,22607,33.6,46,-957.6,-8.369,,,,
01/08/2019 01:00:00,Jan-08,30015,9434,22607,31.4,42,-1051.2,-10.026,,,,
01/08/2019 02:00:00,Jan-08,29494,8203,22607,27.8,36,-1230.3,-13.042,,,,
01/08/2019 03:00:00,Jan-08,29308,7336,22607,25.0,32,-867.5,-10.574,,,,
01/08/2019 04:00:00,Jan-08,29722,7640,22607,25.7,34,303.8,4.141,,,,
01/08/2019 05:00:00,Jan-08,31151,8181,22607,26.3,36,541.4,7.087,,,,
01/08/2019 06:00:00,Jan-08,34224,8606,22607,25.1,38,425.0,5.195,,,,
01/08/2019 07:00:00,Jan-08,37872,8136,22607,21.5,36,-470.1,-5.462,,,,
01/08/2019 08:00:00,Jan-08,37650,8228,22607,21.9,36,91.9,1.129,,,,
01/08/2019 09:00:00,Jan-08,37448,9165,22607,24.5,41,936.5,11.382,,,,
01/08/2019 10:00:00,Jan-08,37551,9995,22607,26.6,44,830.3,9.06,,,,
01/08/2019 11:00:00,Jan-08,37544,10963,22607,29.2,48,968.0,9.685,,,,
01/08/2019 12:00:00,Jan-08,37659,10988,22607,29.2,49,25.3,0.231,,,,
01/08/2019 13:00:00,Jan-08,37459,10200,22607,27.2,45,-788.2,-7.173,,,,
01/08/2019 14:00:00,Jan-08,37511,8881,22607,23.7,39,-1319.1,-12.933,,,,
01/08/2019 15:00:00,Jan-08,37328,8901,22607,23.8,39,20.2,0.227,,,,
01/08/2019 16:00:00,Jan-08,36915,8314,22607,22.5,37,-587.2,-6.597,,,,
01/08/2019 17:00:00,Jan-08,37133,7561,22607,20.4,33,-752.7,-9.053,,,,
01/08/2019 18:00:00,Jan-08,39337,7329,22607,18.6,32,-231.6,-3.063,,,,
01/08/2019 19:00:00,Jan-08,40010,8766,22607,21.9,39,1436.9,19.604,,,,
01/08/2019 20:00:00,Jan-08,39506,9232,22607,23.4,41,466.0,5.316,,,,
01/08/2019 21:00:00,Jan-08,38379,8835,22607,23.0,39,-397.7,-4.308,,,,
01/08/2019 22:00:00,Jan-08,36719,8587,22607,23.4,38,-247.7,-2.803,,,,
01/08/2019 23:00:00,Jan-08,34149,7884,22607,23.1,35,-703.5,-8.192,,,,
01/09/2019 00:00:00,Jan-09,32503,7979,22607,24.5,35,95.2,1.207,,,,
01/09/2019 01:00:00,Jan-09,31333,7582,22607,24.2,34,-396.4,-4.968,,,,
01/09/2019 02:00:00,Jan-09,31062,7593,22607,24.4,34,10.5,0.139,,,,
01/09/2019 03:00:00,Jan-09,30940,7235,22607,23.4,32,-357.8,-4.713,,,,
01/09/2019 04:00:00,Jan-09,31527,6814,22607,21.6,30,-420.9,-5.817,,,,
01/09/2019 05:00:00,Jan-09,33042,5904,22607,17.9,26,-910.0,-13.354,,,,
01/09/2019 06:00:00,Jan-09,36477,4561,22607,12.5,20,-1343.4,-22.753,,,,
01/09/2019 07:00:00,Jan-09,40414,4474,22607,11.1,20,-86.3,-1.893,,,,
01/09/2019 08:00:00,Jan-09,40376,4302,22607,10.7,19,-172.5,-3.856,,,,
01/09/2019 09:00:00,Jan-09,40089,3860,22607,9.6,17,-441.5,-10.262,,,,
01/09/2019 10:00:00,Jan-09,39649,3755,22607,9.5,17,-105.9,-2.743,,,,
01/09/2019 11:00:00,Jan-09,39069,4433,22607,11.3,20,678.7,18.077,,,,
01/09/2019 12:00:00,Jan-09,38058,4223,22607,11.1,19,-210.0,-4.737,,,,
01/09/2019 13:00:00,Jan-09,37385,3818,22607,10.2,17,-405.6,-9.604,,,,
01/09/2019 14:00:00,Jan-09,36938,3795,22607,10.3,17,-23.2,-0.607,,,,
01/09/2019 15:00:00,Jan-09,36379,4362,22607,12.0,19,568.0,14.969,,,,
01/09/2019 16:00:00,Jan-09,36355,4493,22607,12.4,20,130.6,2.993,,,,
01/09/2019 17:00:00,Jan-09,37069,4232,22607,11.4,19,-261.4,-5.819,,,,
01/09/2019 18:00:00,Jan-09,39869,3936,22607,9.9,17,-295.5,-6.984,,,,
01/09/2019 19:00:00,Jan-09,40944,4803,22607,11.7,21,866.4,22.012,,,,
01/09/2019 20:00:00,Jan-09,41028,5054,22607,12.3,22,251.8,5.242,,,,
01/09/2019 21:00:00,Jan-09,40584,5746,22607,14.2,25,691.8,13.687,,,,
01/09/2019 22:00:00,Jan-09,39116,6021,22607,15.4,27,275.0,4.786,,,,
01/09/2019 23:00:00,Jan-09,36851,6607,22607,17.9,29,586.4,9.739,,,,
01/10/2019 00:00:00,Jan-10,35076,6692,22607,19.1,30,84.8,1.283,,,,
01/10/2019 01:00:00,Jan-10,34264,6710,22607,19.6,30,17.5,0.262,,,,
01/10/2019 02:00:00,Jan-10,33972,6775,22607,19.9,30,65.1,0.97,,,,
01/10/2019 03:00:00,Jan-10,33975,6512,22607,19.2,29,-262.7,-3.877,,,,
01/10/2019 04:00:00,Jan-10,34518,7155,22607,20.7,32,642.4,9.864,,,,
01/10/2019 05:00:00,Jan-10,36140,8393,22607,23.2,37,1238.5,17.311,,,,
01/10/2019 06:00:00,Jan-10,39551,8513,22607,21.5,38,119.9,1.429,,,,
01/10/2019 07:00:00,Jan-10,43367,8516,22607,19.6,38,3.0,0.035,,,,
01/10/2019 08:00:00,Jan-10,42835,9330,22607,21.8,41,814.0,9.559,,,,
01/10/2019 09:00:00,Jan-10,42292,9268,22607,21.9,41,-62.3,-0.667,,,,
01/10/2019 10:00:00,Jan-10,41713,10018,22607,24.0,44,750.1,8.094,,,,
01/10/2019 11:00:00,Jan-10,40944,10361,22607,25.3,46,342.7,3.421,,,,
01/10/2019 12:00:00,Jan-10,40049,10267,22607,25.6,45,-93.3,-0.9,,,,
01/10/2019 13:00:00,Jan-10,39342,9673,22607,24.6,43,-594.3,-5.788,,,,
01/10/2019 14:00:00,Jan-10,38618,9453,22607,24.5,42,-220.6,-2.281,,,,
01/10/2019 15:00:00,Jan-10,38104,9249,22607,24.3,41,-203.8,-2.156,,,,
01/10/2019 16:00:00,Jan-10,38208,10171,22607,26.6,45,922.0,9.969,,,,
01/10/2019 17:00:00,Jan-10,38873,10132,22607,26.1,45,-38.7,-0.381,,,,
01/10/2019 18:00:00,Jan-10,41213,10384,22607,25.2,46,252.1,2.488,,,,
01/10/2019 19:00:00,Jan-10,41807,11971,22607,28.6,53,1586.5,15.279,,,,
01/10/2019 20:00:00,Jan-10,41791,13648,22607,32.7,60,1677.1,14.01,,,,
01/10/2019 21:00:00,Jan-10,41105,14554,22607,35.4,64,906.7,6.644,,,,
01/10/2019 22:00:00,Jan-10,39294,15088,22607,38.4,67,533.7,3.667,,,,
01/10/2019 23:00:00,Jan-10,36867,14655,22607,39.8,65,-433.2,-2.871,,,,
01/11/2019 00:00:00,Jan-11,35000,14548,22607,41.6,64,-106.9,-0.729,,,,
01/11/2019 01:00:00,Jan-11,33892,14388,22607,42.5,64,-159.7,-1.098,,,,
01/11/2019 02:00:00,Jan-11,33402,14202,22607,42.5,63,-186.6,-1.297,,,,
01/11/2019 03:00:00,Jan-11,33224,13604,22607,40.9,60,-597.5,-4.207,,,,
01/11/2019 04:00:00,Jan-11,33774,13021,22607,38.6,58,-583.5,-4.289,,,,
01/11/2019 05:00:00,Jan-11,35005,13523,22607,38.6,60,502.2,3.857,,,,
01/11/2019 06:00:00,Jan-11,38253,13805,22607,36.1,61,282.2,2.087,,,,
01/11/2019 07:00:00,Jan-11,41760,13406,22607,32.1,59,-399.4,-2.893,,,,
01/11/2019 08:00:00,Jan-11,41608,13151,22607,31.6,58,-254.8,-1.9,,,,
01/11/2019 09:00:00,Jan-11,41225,12834,22607,31.1,57,-317.1,-2.411,,,,
01/11/2019 10:00:00,Jan-11,41526,13345,22607,32.1,59,510.8,3.98,,,,
01/11/2019 11:00:00,Jan-11,41161,13388,22607,32.5,59,42.8,0.321,,,,
01/11/2019 12:00:00,Jan-11,40424,12589,22607,31.1,56,-798.8,-5.967,,,,
01/11/2019 13:00:00,Jan-11,39738,12174,22607,30.6,54,-414.5,-3.293,,,,
01/11/2019 14:00:00,Jan-11,39498,13238,22607,33.5,59,1063.4,8.735,,,,
01/11/2019 15:00:00,Jan-11,38856,13095,22607,33.7,58,-142.4,-1.075,,,,
01/11/2019 16:00:00,Jan-11,39006,12585,22607,32.3,56,-509.9,-3.894,,,,
01/11/2019 17:00:00,Jan-11,39545,11753,22607,29.7,52,-832.6,-6.616,,,,
01/11/2019 18:00:00,Jan-11,40993,12680,22607,30.9,56,927.6,7.892,,,,
01/11/2019 19:00:00,Jan-11,40544,12584,22607,31.0,56,-96.0,-0.757,,,,
01/11/2019 20:00:00,Jan-11,39758,9979,22607,25.1,44,-2605.7,-20.706,,,,
01/11/2019 21:00:00,Jan-11,38741,9539,22607,24.6,42,-439.5,-4.404,,,,
01/11/2019 22:00:00,Jan-11,37140,9871,22607,26.6,44,331.6,3.476,,,,
01/11/2019 23:00:00,Jan-11,35488,9555,22607,26.9,42,-315.8,-3.199,,,,
01/12/2019 00:00:00,Jan-12,33440,9883,22607,29.6,44,328.5,3.438,,,,
01/12/2019 01:00:00,Jan-12,32244,10438,22607,32.4,46,554.4,5.609,,,,
01/12/2019 02:00:00,Jan-12,31412,10856,22607,34.6,48,418.5,4.01,,,,
01/12/2019 03:00:00,Jan-12,31110,11789,22607,37.9,52,932.9,8.593,,,,
01/12/2019 04:00:00,Jan-12,31290,12747,22607,40.7,56,958.1,8.126,,,,
01/12/2019 05:00:00,Jan-12,32097,13372,22607,41.7,59,624.9,4.902,,,,
01/12/2019 06:00:00,Jan-12,33647,13451,22607,40.0,60,79.1,0.592,,,,
01/12/2019 07:00:00,Jan-12,35548,13334,22607,37.5,59,-117.7,-0.875,,,,
01/12/2019 08:00:00,Jan-12,37071,13087,22607,35.3,58,-246.6,-1.849,,,,
01/12/2019 09:00:00,Jan-12,38034,12543,22607,33.0,55,-544.2,-4.159,,,,
01/12/2019 10:00:00,Jan-12,38589,13471,22607,34.9,60,927.8,7.397,,,,
01/12/2019 11:00:00,Jan-12,38994,14770,22607,37.9,65,1299.7,9.648,,,,
01/12/2019 12:00:00,Jan-12,39039,14483,22607,37.1,64,-287.6,-1.947,,,,
01/12/2019 13:00:00,Jan-12,38869,14260,22607,36.7,63,-222.7,-1.537,,,,
01/12/2019 14:00:00,Jan-12,38215,13657,22607,35.7,60,-602.8,-4.227,,,,
01/12/2019 15:00:00,Jan-12,37992,12355,22607,32.5,55,-1302.5,-9.537,,,,
01/12/2019 16:00:00,Jan-12,37985,10400,22607,27.4,46,-1954.5,-15.82,,,,
01/12/2019 17:00:00,Jan-12,38493,7813,22607,20.3,35,-2587.0,-24.875,,,,
01/12/2019 18:00:00,Jan-12,39788,5100,22607,12.8,23,-2713.4,-34.729,,,,
01/12/2019 19:00:00,Jan-12,40662,4758,22607,11.7,21,-341.4,-6.695,,,,
01/12/2019 20:00:00,Jan-12,40232,5112,22607,12.7,23,353.5,7.43,,,,
01/12/2019 21:00:00,Jan-12,39962,4927,22607,12.3,22,-184.8,-3.615,,,,
01/12/2019 22:00:00,Jan-12,38968,4241,22607,10.9,19,-686.2,-13.926,,,,
01/12/2019 23:00:00,Jan-12,38195,4384,22607,11.5,19,142.6,3.363,,,,
01/13/2019 00:00:00,Jan-13,36967,4345,22607,11.8,19,-38.3,-0.873,,,,
01/13/2019 01:00:00,Jan-13,36120,4807,22607,13.3,21,462.2,10.637,,,,
01/13/2019 02:00:00,Jan-13,36046,5479,22607,15.2,24,671.3,13.963,,,,
01/13/2019 03:00:00,Jan-13,36089,5517,22607,15.3,24,38.5,0.702,,,,
01/13/2019 04:00:00,Jan-13,36441,5703,22607,15.7,25,185.8,3.367,,,,
01/13/2019 05:00:00,Jan-13,37087,5720,22607,15.4,25,16.6,0.292,,,,
