numbers: Table 1
time-date stamp,Date,"ERCOT Load, MW","Total Wind Output, MW","Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",1-hr MW change,1-hr % change,,,,
03/12/2019 13:00:00,Mar-12,39702,13813,22857,34.8,60,1414.3,11.407,,,,
03/12/2019 14:00:00,Mar-12,39754,15282,22857,38.4,67,1469.3,10.637,,,,
03/12/2019 15:00:00,Mar-12,39751,15990,22857,40.2,70,708.0,4.633,,,,
03/12/2019 16:00:00,Mar-12,39503,16361,22857,41.4,72,371.6,2.324,,,,
03/12/2019 17:00:00,Mar-12,39513,16719,22857,42.3,73,357.7,2.186,,,,
03/12/2019 18:00:00,Mar-12,39360,16413,22857,41.7,72,-306.2,-1.831,,,,
03/12/2019 19:00:00,Mar-12,39218,16765,22857,42.7,73,351.8,2.143,,,,
03/12/2019 20:00:00,Mar-12,40185,16966,22857,42.2,74,201.3,1.201,,,,
03/12/2019 21:00:00,Mar-12,39490,16839,22857,42.6,74,-126.8,-0.747,,,,
03/12/2019 22:00:00,Mar-12,37963,16788,22857,44.2,73,-51.1,-0.303,,,,
03/12/2019 23:00:00,Mar-12,35527,16167,22857,45.5,71,-620.7,-3.697,,,,
03/13/2019 00:00:00,Mar-13,33198,15330,22857,46.2,67,-836.9,-5.177,,,,
03/13/2019 01:00:00,Mar-13,31799,15575,22857,49.0,68,244.5,1.595,,,,
03/13/2019 02:00:00,Mar-13,30657,15156,22857,49.4,66,-418.6,-2.688,,,,
03/13/2019 03:00:00,Mar-13,30376,15025,22857,49.5,66,-131.7,-0.869,,,,
03/13/2019 04:00:00,Mar-13,30110,14416,22857,47.9,63,-608.4,-4.049,,,,
03/13/2019 05:00:00,Mar-13,30520,13616,22857,44.6,60,-800.7,-5.554,,,,
03/13/2019 06:00:00,Mar-13,32416,13214,22857,40.8,58,-401.5,-2.949,,,,
03/13/2019 07:00:00,Mar-13,34655,13446,22857,38.8,59,232.1,1.756,,,,
03/13/2019 08:00:00,Mar-13,35879,12816,22857,35.7,56,-630.1,-4.686,,,,
03/13/2019 09:00:00,Mar-13,36455,12659,22857,34.7,55,-157.5,-1.229,,,,
03/13/2019 10:00:00,Mar-13,37528,12083,22857,32.2,53,-575.6,-4.547,,,,
03/13/2019 11:00:00,Mar-13,37877,10783,22857,28.5,47,-1299.5,-10.755,,,,
03/13/2019 12:00:00,Mar-13,37969,11387,22857,30.0,50,603.1,5.593,,,,
03/13/2019 13:00:00,Mar-13,38099,11026,22857,28.9,48,-360.4,-3.165,,,,
03/13/2019 14:00:00,Mar-13,38607,10927,22857,28.3,48,-99.1,-0.899,,,,
03/13/2019 15:00:00,Mar-13,38768,10370,22857,26.7,45,-556.8,-5.095,,,,
03/13/2019 16:00:00,Mar-13,39023,10664,22857,27.3,47,293.7,2.832,,,,
03/13/2019 17:00:00,Mar-13,39115,10755,22857,27.5,47,91.3,0.856,,,,
03/13/2019 18:00:00,Mar-13,39345,11753,22857,29.9,51,997.9,9.278,,,,
03/13/2019 19:00:00,Mar-13,39201,13205,22857,33.7,58,1452.2,12.356,,,,
03/13/2019 20:00:00,Mar-13,39816,14235,22857,35.8,62,1029.5,7.796,,,,
03/13/2019 21:00:00,Mar-13,39568,15331,22857,38.7,67,1096.4,7.702,,,,
03/13/2019 22:00:00,Mar-13,38134,15767,22857,41.3,69,435.6,2.842,,,,
03/13/2019 23:00:00,Mar-13,36136,15896,22857,44.0,70,129.2,0.819,,,,
03/14/2019 00:00:00,Mar-14,33866,16093,23094,47.5,70,197.3,1.241,,,,
03/14/2019 01:00:00,Mar-14,32474,15962,23094,49.2,69,-131.0,-0.814,,,,
03/14/2019 02:00:00,Mar-14,31294,15318,23094,48.9,66,-644.6,-4.038,,,,
03/14/2019 03:00:00,Mar-14,30497,14655,23094,48.1,63,-662.3,-4.324,,,,
03/14/2019 04:00:00,Mar-14,30281,13787,23094,45.5,60,-868.3,-5.924,,,,
03/14/2019 05:00:00,Mar-14,30948,12963,23094,41.9,56,-824.2,-5.978,,,,
03/14/2019 06:00:00,Mar-14,32858,11810,23094,35.9,51,-1152.7,-8.893,,,,
03/14/2019 07:00:00,Mar-14,35173,10868,23094,30.9,47,-942.4,-7.98,,,,
03/14/2019 08:00:00,Mar-14,35901,10072,23094,28.1,44,-795.8,-7.322,,,,
03/14/2019 09:00:00,Mar-14,36218,9405,23094,26.0,41,-667.3,-6.625,,,,
03/14/2019 10:00:00,Mar-14,36907,10157,23094,27.5,44,752.3,7.999,,,,
03/14/2019 11:00:00,Mar-14,37383,10512,23094,28.1,46,355.4,3.499,,,,
03/14/2019 12:00:00,Mar-14,37425,11234,23094,30.0,49,722.0,6.868,,,,
03/14/2019 13:00:00,Mar-14,37524,11366,23094,30.3,49,131.9,1.174,,,,
03/14/2019 14:00:00,Mar-14,37540,11396,23094,30.4,49,29.6,0.26,,,,
03/14/2019 15:00:00,Mar-14,37351,10792,23094,28.9,47,-603.9,-5.299,,,,
03/14/2019 16:00:00,Mar-14,37340,9996,23094,26.8,43,-796.1,-7.377,,,,
03/14/2019 17:00:00,Mar-14,37095,9724,23094,26.2,42,-272.3,-2.725,,,,
03/14/2019 18:00:00,Mar-14,36916,9884,23094,26.8,43,160.4,1.65,,,,
03/14/2019 19:00:00,Mar-14,36338,9880,23094,27.2,43,-4.1,-0.041,,,,
03/14/2019 20:00:00,Mar-14,37643,9468,23094,25.2,41,-411.5,-4.165,,,,
03/14/2019 21:00:00,Mar-14,37401,11236,23094,30.0,49,1767.1,18.663,,,,
03/14/2019 22:00:00,Mar-14,36253,12950,23094,35.7,56,1714.2,15.257,,,,
03/14/2019 23:00:00,Mar-14,34330,13700,23094,39.9,59,750.1,5.792,,,,
03/15/2019 00:00:00,Mar-15,32444,13555,23094,41.8,59,-145.0,-1.058,,,,
03/15/2019 01:00:00,Mar-15,31294,13929,23094,44.5,60,374.1,2.76,,,,
03/15/2019 02:00:00,Mar-15,30669,14024,23094,45.7,61,95.2,0.683,,,,
03/15/2019 03:00:00,Mar-15,30315,13530,23094,44.6,59,-493.7,-3.521,,,,
03/15/2019 04:00:00,Mar-15,30781,12899,23094,41.9,56,-631.7,-4.669,,,,
03/15/2019 05:00:00,Mar-15,31734,12200,23094,38.4,53,-699.1,-5.42,,,,
03/15/2019 06:00:00,Mar-15,34366,11298,23094,32.9,49,-901.1,-7.387,,,,
03/15/2019 07:00:00,Mar-15,37200,10222,23094,27.5,44,-1076.6,-9.529,,,,
03/15/2019 08:00:00,Mar-15,38572,9401,23094,24.4,41,-820.4,-8.026,,,,
03/15/2019 09:00:00,Mar-15,39369,8897,23094,22.6,39,-504.5,-5.366,,,,
03/15/2019 10:00:00,Mar-15,39626,10530,23094,26.6,46,1632.7,18.352,,,,
03/15/2019 11:00:00,Mar-15,39234,11521,23094,29.4,50,991.3,9.414,,,,
03/15/2019 12:00:00,Mar-15,38498,9396,23094,24.4,41,-2124.6,-18.441,,,,
03/15/2019 13:00:00,Mar-15,37696,8202,23094,21.8,36,-1194.5,-12.713,,,,
03/15/2019 14:00:00,Mar-15,37021,7315,23094,19.8,32,-886.9,-10.813,,,,
03/15/2019 15:00:00,Mar-15,36270,6610,23094,18.2,29,-704.5,-9.63,,,,
03/15/2019 16:00:00,Mar-15,35910,5492,23094,15.3,24,-1118.0,-16.913,,,,
03/15/2019 17:00:00,Mar-15,35630,4653,23094,13.1,20,-839.4,-15.283,,,,
03/15/2019 18:00:00,Mar-15,35800,3795,23094,10.6,16,-857.9,-18.438,,,,
03/15/2019 19:00:00,Mar-15,36081,3134,23094,8.7,14,-661.0,-17.418,,,,
03/15/2019 20:00:00,Mar-15,37644,2528,23094,6.7,11,-605.6,-19.324,,,,
03/15/2019 21:00:00,Mar-15,37816,2798,23094,7.4,12,269.7,10.666,,,,
03/15/2019 22:00:00,Mar-15,37031,3145,23094,8.5,14,346.9,12.398,,,,
03/15/2019 23:00:00,Mar-15,36004,3936,23094,10.9,17,791.1,25.154,,,,
03/16/2019 00:00:00,Mar-16,34381,4242,23094,12.3,18,305.6,7.765,,,,
03/16/2019 01:00:00,Mar-16,33559,4332,23094,12.9,19,90.4,2.132,,,,
03/16/2019 02:00:00,Mar-16,32972,4684,23094,14.2,20,351.4,8.11,,,,
03/16/2019 03:00:00,Mar-16,32999,4502,23094,13.6,19,-181.6,-3.877,,,,
03/16/2019 04:00:00,Mar-16,33321,4267,23094,12.8,18,-234.8,-5.215,,,,
03/16/2019 05:00:00,Mar-16,34027,3936,23094,11.6,17,-331.1,-7.759,,,,
03/16/2019 06:00:00,Mar-16,35381,4294,23094,12.1,19,358.1,9.097,,,,
03/16/2019 07:00:00,Mar-16,37360,4180,23094,11.2,18,-114.5,-2.667,,,,
03/16/2019 08:00:00,Mar-16,38794,4475,23094,11.5,19,295.1,7.061,,,,
03/16/2019 09:00:00,Mar-16,39510,4217,23094,10.7,18,-258.2,-5.77,,,,
03/16/2019 10:00:00,Mar-16,39139,2879,23094,7.4,12,-1338.0,-31.732,,,,
03/16/2019 11:00:00,Mar-16,38515,2917,23094,7.6,13,38.7,1.343,,,,
03/16/2019 12:00:00,Mar-16,37172,2999,23094,8.1,13,82.3,2.82,,,,
03/16/2019 13:00:00,Mar-16,35984,2967,23094,8.2,13,-32.3,-1.077,,,,
03/16/2019 14:00:00,Mar-16,35075,2601,23094,7.4,11,-365.8,-12.328,,,,
03/16/2019 15:00:00,Mar-16,34205,1923,23094,5.6,8,-678.2,-26.073,,,,
03/16/2019 16:00:00,Mar-16,33579,1502,23094,4.5,7,-421.0,-21.89,,,,
03/16/2019 17:00:00,Mar-16,33641,1138,23094,3.4,5,-364.0,-24.23,,,,
03/16/2019 18:00:00,Mar-16,33881,916,23094,2.7,4,-222.2,-19.519,,,,
03/16/2019 19:00:00,Mar-16,34382,1047,23094,3.0,5,130.7,14.264,,,,
03/16/2019 20:00:00,Mar-16,36184,1806,23094,5.0,8,759.2,72.538,,,,
03/16/2019 21:00:00,Mar-16,36131,2692,23094,7.5,12,886.3,49.077,,,,
03/16/2019 22:00:00,Mar-16,35709,3246,23094,9.1,14,553.7,20.567,,,,
03/16/2019 23:00:00,Mar-16,34576,3197,23094,9.2,14,-49.2,-1.516,,,,
03/17/2019 00:00:00,Mar-17,33468,3074,23094,9.2,13,-122.6,-3.836,,,,
03/17/2019 01:00:00,Mar-17,32734,2819,23094,8.6,12,-254.6,-8.283,,,,
03/17/2019 02:00:00,Mar-17,32300,2654,23094,8.2,11,-165.6,-5.875,,,,
03/17/2019 03:00:00,Mar-17,32339,2441,23094,7.5,11,-212.8,-8.02,,,,
03/17/2019 04:00:00,Mar-17,32293,2171,23094,6.7,9,-269.9,-11.059,,,,
03/17/2019 05:00:00,Mar-17,32984,1953,23094,5.9,8,-218.3,-10.057,,,,
03/17/2019 06:00:00,Mar-17,34197,1935,23094,5.7,8,-17.3,-0.885,,,,
03/17/2019 07:00:00,Mar-17,35907,2165,23094,6.0,9,230.0,11.882,,,,
03/17/2019 08:00:00,Mar-17,37337,1958,23094,5.2,8,-207.0,-9.561,,,,
03/17/2019 09:00:00,Mar-17,37762,1500,23094,4.0,6,-458.6,-23.418,,,,
03/17/2019 10:00:00,Mar-17,37189,814,23094,2.2,4,-685.5,-45.712,,,,
03/17/2019 11:00:00,Mar-17,36148,893,23094,2.5,4,78.8,9.684,,,,
03/17/2019 12:00:00,Mar-17,35299,616,23094,1.7,3,-277.1,-31.026,,,,
03/17/2019 13:00:00,Mar-17,34347,810,23094,2.4,4,194.5,31.582,,,,
03/17/2019 14:00:00,Mar-17,33641,1007,23094,3.0,4,196.9,24.289,,,,
03/17/2019 15:00:00,Mar-17,33199,997,23094,3.0,4,-9.9,-0.986,,,,
03/17/2019 16:00:00,Mar-17,33069,836,23094,2.5,4,-161.5,-16.194,,,,
03/17/2019 17:00:00,Mar-17,33154,745,23094,2.2,3,-90.7,-10.851,,,,
03/17/2019 18:00:00,Mar-17,33605,725,23094,2.2,3,-20.2,-2.711,,,,
03/17/2019 19:00:00,Mar-17,34091,686,23094,2.0,3,-38.8,-5.347,,,,
03/17/2019 20:00:00,Mar-17,36324,1109,23094,3.1,5,422.3,61.547,,,,
03/17/2019 21:00:00,Mar-17,36445,2199,23094,6.0,10,1090.8,98.395,,,,
03/17/2019 22:00:00,Mar-17,35570,3396,23094,9.5,15,1196.5,54.403,,,,
03/17/2019 23:00:00,Mar-17,33720,4691,23094,13.9,20,1295.0,38.134,,,,
03/18/2019 00:00:00,Mar-18,31905,5577,23094,17.5,24,886.2,18.892,,,,
03/18/2019 01:00:00,Mar-18,31231,5651,23094,18.1,24,74.0,1.327,,,,
03/18/2019 02:00:00,Mar-18,30882,5898,23094,19.1,26,247.2,4.374,,,,
03/18/2019 03:00:00,Mar-18,31198,5556,23094,17.8,24,-342.0,-5.799,,,,
03/18/2019 04:00:00,Mar-18,31762,4564,23094,14.4,20,-992.3,-17.86,,,,
03/18/2019 05:00:00,Mar-18,33524,4046,23094,12.1,18,-517.6,-11.341,,,,
03/18/2019 06:00:00,Mar-18,37286,3301,23094,8.9,14,-745.5,-18.423,,,,
03/18/2019 07:00:00,Mar-18,41032,2077,23094,5.1,9,-1224.0,-37.083,,,,
03/18/2019 08:00:00,Mar-18,41556,1491,23094,3.6,6,-585.5,-28.194,,,,
03/18/2019 09:00:00,Mar-18,40872,1058,23094,2.6,5,-433.1,-29.042,,,,
03/18/2019 10:00:00,Mar-18,39929,626,23094,1.6,3,-432.3,-40.856,,,,
03/18/2019 11:00:00,Mar-18,38689,737,23094,1.9,3,111.6,17.839,,,,
03/18/2019 12:00:00,Mar-18,37524,761,23094,2.0,3,23.2,3.142,,,,
03/18/2019 13:00:00,Mar-18,36724,1603,23094,4.4,7,842.5,110.756,,,,
03/18/2019 14:00:00,Mar-18,36304,2314,23094,6.4,10,711.0,44.352,,,,
03/18/2019 15:00:00,Mar-18,35808,2643,23094,7.4,11,329.2,14.226,,,,
03/18/2019 16:00:00,Mar-18,35608,2849,23094,8.0,12,205.6,7.777,,,,
03/18/2019 17:00:00,Mar-18,35872,3018,23094,8.4,13,169.5,5.951,,,,
03/18/2019 18:00:00,Mar-18,36137,3384,23094,9.4,15,365.7,12.114,,,,
03/18/2019 19:00:00,Mar-18,36306,3602,23094,9.9,16,217.9,6.439,,,,
03/18/2019 20:00:00,Mar-18,37965,4189,23094,11.0,18,586.9,16.295,,,,
03/18/2019 21:00:00,Mar-18,37745,5600,23094,14.8,24,1411.4,33.694,,,,
03/18/2019 22:00:00,Mar-18,36071,7785,23094,21.6,34,2184.8,39.012,,,,
03/18/2019 23:00:00,Mar-18,33592,8287,23094,24.7,36,502.0,6.448,,,,
03/19/2019 00:00:00,Mar-19,31454,8627,23094,27.4,37,340.3,4.107,,,,
03/19/2019 01:00:00,Mar-19,30518,9594,23094,31.4,42,966.3,11.2,,,,
03/19/2019 02:00:00,Mar-19,30044,10108,23094,33.6,44,514.1,5.359,,,,
03/19/2019 03:00:00,Mar-19,30123,9952,23094,33.0,43,-155.8,-1.542,,,,
03/19/2019 04:00:00,Mar-19,30635,10169,23094,33.2,44,217.1,2.182,,,,
03/19/2019 05:00:00,Mar-19,32127,10337,23094,32.2,45,167.5,1.647,,,,
03/19/2019 06:00:00,Mar-19,35479,10450,23094,29.5,45,113.5,1.098,,,,
03/19/2019 07:00:00,Mar-19,39363,11432,23094,29.0,50,981.5,9.392,,,,
03/19/2019 08:00:00,Mar-19,39357,11141,23094,28.3,48,-290.9,-2.545,,,,
03/19/2019 09:00:00,Mar-19,38781,9891,23094,25.5,43,-1249.5,-11.216,,,,
03/19/2019 10:00:00,Mar-19,38099,8867,23094,23.3,38,-1024.0,-10.353,,,,
03/19/2019 11:00:00,Mar-19,37451,9494,23094,25.4,41,626.9,7.07,,,,
03/19/2019 12:00:00,Mar-19,36852,8654,23094,23.5,37,-840.4,-8.852,,,,
03/19/2019 13:00:00,Mar-19,36462,6915,23094,19.0,30,-1739.0,-20.095,,,,
03/19/2019 14:00:00,Mar-19,36132,5817,23094,16.1,25,-1098.1,-15.881,,,,
03/19/2019 15:00:00,Mar-19,35829,5017,23094,14.0,22,-799.7,-13.749,,,,
03/19/2019 16:00:00,Mar-19,35850,4957,23094,13.8,21,-60.3,-1.203,,,,
03/19/2019 17:00:00,Mar-19,35873,5110,23094,14.2,22,153.4,3.096,,,,
03/19/2019 18:00:00,Mar-19,36055,4705,23094,13.0,20,-404.9,-7.924,,,,
03/19/2019 19:00:00,Mar-19,35956,4853,23094,13.5,21,147.8,3.142,,,,
03/19/2019 20:00:00,Mar-19,37698,5097,23094,13.5,22,244.2,5.031,,,,
03/19/2019 21:00:00,Mar-19,37441,7249,23094,19.4,31,2152.0,42.22,,,,
03/19/2019 22:00:00,Mar-19,35778,8703,23094,24.3,38,1453.9,20.056,,,,
03/19/2019 23:00:00,Mar-19,33170,9841,23094,29.7,43,1137.9,13.075,,,,
03/20/2019 00:00:00,Mar-20,31253,10165,23094,32.5,44,324.3,3.295,,,,
03/20/2019 01:00:00,Mar-20,30032,10402,23094,34.6,45,236.9,2.331,,,,
03/20/2019 02:00:00,Mar-20,29391,10040,23094,34.2,43,-361.8,-3.478,,,,
03/20/2019 03:00:00,Mar-20,29399,8945,23094,30.4,39,-1095.7,-10.913,,,,
03/20/2019 04:00:00,Mar-20,29869,8503,23094,28.5,37,-441.0,-4.931,,,,
03/20/2019 05:00:00,Mar-20,31199,7670,23094,24.6,33,-833.6,-9.803,,,,
03/20/2019 06:00:00,Mar-20,34140,6581,23094,19.3,28,-1089.2,-14.201,,,,
03/20/2019 07:00:00,Mar-20,37927,5523,23094,14.6,24,-1057.5,-16.07,,,,
03/20/2019 08:00:00,Mar-20,37956,5655,23094,14.9,24,132.1,2.392,,,,
03/20/2019 09:00:00,Mar-20,37405,5294,23094,14.2,23,-361.0,-6.383,,,,
03/20/2019 10:00:00,Mar-20,37145,5568,23094,15.0,24,273.6,5.169,,,,
03/20/2019 11:00:00,Mar-20,36860,5013,23094,13.6,22,-554.6,-9.961,,,,
03/20/2019 12:00:00,Mar-20,36418,4370,23094,12.0,19,-643.6,-12.838,,,,
03/20/2019 13:00:00,Mar-20,36421,3603,23094,9.9,16,-767.2,-17.556,,,,
03/20/2019 14:00:00,Mar-20,36371,3214,23094,8.8,14,-388.5,-10.784,,,,
03/20/2019 15:00:00,Mar-20,36151,2814,23094,7.8,12,-399.7,-12.437,,,,
03/20/2019 16:00:00,Mar-20,36332,2120,23094,5.8,9,-694.5,-24.676,,,,
03/20/2019 17:00:00,Mar-20,36537,2183,23094,6.0,9,63.1,2.976,,,,
03/20/2019 18:00:00,Mar-20,36881,1799,23094,4.9,8,-384.3,-17.604,,,,
03/20/2019 19:00:00,Mar-20,36687,1204,23094,3.3,5,-594.6,-33.059,,,,
03/20/2019 20:00:00,Mar-20,38204,854,23094,2.2,4,-350.4,-29.099,,,,
03/20/2019 21:00:00,Mar-20,37957,782,23094,2.1,3,-71.6,-8.388,,,,
03/20/2019 22:00:00,Mar-20,36391,751,23094,2.1,3,-31.2,-3.986,,,,
03/20/2019 23:00:00,Mar-20,33703,1390,23094,4.1,6,639.5,85.162,,,,
03/21/2019 00:00:00,Mar-21,31493,1958,23094,6.2,8,567.4,40.808,,,,
03/21/2019 01:00:00,Mar-21,30327,2501,23094,8.2,11,543.4,27.755,,,,
03/21/2019 02:00:00,Mar-21,29533,2991,23094,10.1,13,490.3,19.601,,,,
03/21/2019 03:00:00,Mar-21,29621,3669,23094,12.4,16,677.1,22.635,,,,
03/21/2019 04:00:00,Mar-21,29831,3877,23094,13.0,17,207.9,5.668,,,,
03/21/2019 05:00:00,Mar-21,31091,3826,23094,12.3,17,-50.9,-1.313,,,,
03/21/2019 06:00:00,Mar-21,34247,4146,23094,12.1,18,319.8,8.36,,,,
03/21/2019 07:00:00,Mar-21,38141,4200,23094,11.0,18,54.2,1.308,,,,
03/21/2019 08:00:00,Mar-21,38078,4523,23094,11.9,20,323.1,7.693,,,,
03/21/2019 09:00:00,Mar-21,37416,3712,23094,9.9,16,-810.5,-17.921,,,,
03/21/2019 10:00:00,Mar-21,36880,1625,23094,4.4,7,-2087.5,-56.234,,,,
03/21/2019 11:00:00,Mar-21,36604,1409,23094,3.8,6,-215.5,-13.262,,,,
03/21/2019 12:00:00,Mar-21,36385,829,23094,2.3,4,-580.2,-41.17,,,,
03/21/2019 13:00:00,Mar-21,36578,464,23094,1.3,2,-364.7,-43.988,,,,
03/21/2019 14:00:00,Mar-21,36739,709,23094,1.9,3,244.1,52.576,,,,
03/21/2019 15:00:00,Mar-21,37049,1227,23094,3.3,5,518.7,73.212,,,,
03/21/2019 16:00:00,Mar-21,37772,1619,23094,4.3,7,391.6,31.906,,,,
03/21/2019 17:00:00,Mar-21,38009,2043,23094,5.4,9,424.6,26.228,,,,
03/21/2019 18:00:00,Mar-21,37777,2309,23094,6.1,10,265.7,13.004,,,,
03/21/2019 19:00:00,Mar-21,37327,2547,23094,6.8,11,238.4,10.324,,,,
03/21/2019 20:00:00,Mar-21,38260,2935,23094,7.7,13,387.8,15.224,,,,
03/21/2019 21:00:00,Mar-21,38119,4832,23094,12.7,21,1897.1,64.631,,,,
03/21/2019 22:00:00,Mar-21,35940,6820,23094,19.0,30,1987.5,41.127,,,,
03/21/2019 23:00:00,Mar-21,32898,7640,23094,23.2,33,820.6,12.032,,,,
03/22/2019 00:00:00,Mar-22,30701,8608,23094,28.0,37,967.6,12.665,,,,
03/22/2019 01:00:00,Mar-22,29549,9289,23094,31.4,40,681.3,7.915,,,,
03/22/2019 02:00:00,Mar-22,28707,9780,23094,34.1,42,490.7,5.283,,,,
03/22/2019 03:00:00,Mar-22,28301,10483,23094,37.0,45,703.1,7.189,,,,
03/22/2019 04:00:00,Mar-22,28584,11390,23094,39.8,49,906.6,8.648,,,,
03/22/2019 05:00:00,Mar-22,29790,11232,23094,37.7,49,-157.4,-1.382,,,,
03/22/2019 06:00:00,Mar-22,32675,10329,23094,31.6,45,-903.7,-8.046,,,,
03/22/2019 07:00:00,Mar-22,36530,10414,23094,28.5,45,85.6,0.828,,,,
03/22/2019 08:00:00,Mar-22,36579,9875,23094,27.0,43,-539.2,-5.177,,,,
03/22/2019 09:00:00,Mar-22,36398,8533,23094,23.4,37,-1342.5,-13.594,,,,
03/22/2019 10:00:00,Mar-22,36547,6862,23094,18.8,30,-1671.0,-19.583,,,,
03/22/2019 11:00:00,Mar-22,36578,10044,23094,27.5,43,3182.5,46.381,,,,
03/22/2019 12:00:00,Mar-22,36671,11689,23094,31.9,51,1644.8,16.376,,,,
03/22/2019 13:00:00,Mar-22,37215,14395,23094,38.7,62,2705.9,23.15,,,,
03/22/2019 14:00:00,Mar-22,37519,15521,23094,41.4,67,1125.7,7.82,,,,
03/22/2019 15:00:00,Mar-22,37995,15238,23094,40.1,66,-282.7,-1.821,,,,
03/22/2019 16:00:00,Mar-22,38157,15642,23094,41.0,68,404.4,2.654,,,,
03/22/2019 17:00:00,Mar-22,38426,15473,23094,40.3,67,-169.4,-1.083,,,,
03/22/2019 18:00:00,Mar-22,38022,15525,23094,40.8,67,51.8,0.335,,,,
03/22/2019 19:00:00,Mar-22,37043,15956,23094,43.1,69,431.5,2.779,,,,
03/22/2019 20:00:00,Mar-22,37585,14866,23094,39.6,64,-1090.1,-6.832,,,,
03/22/2019 21:00:00,Mar-22,36959,15186,23094,41.1,66,319.4,2.149,,,,
03/22/2019 22:00:00,Mar-22,35625,15148,23094,42.5,66,-38.0,-0.25,,,,
03/22/2019 23:00:00,Mar-22,33540,14601,23094,43.5,63,-546.3,-3.606,,,,
03/23/2019 00:00:00,Mar-23,31587,14135,23094,44.7,61,-466.1,-3.192,,,,
03/23/2019 01:00:00,Mar-23,29806,13761,23094,46.2,60,-374.2,-2.648,,,,
03/23/2019 02:00:00,Mar-23,28931,13453,23094,46.5,58,-308.2,-2.239,,,,
03/23/2019 03:00:00,Mar-23,28064,12433,23094,44.3,54,-1019.7,-7.58,,,,
03/23/2019 04:00:00,Mar-23,28133,12102,23094,43.0,52,-331.1,-2.663,,,,
03/23/2019 05:00:00,Mar-23,28263,11444,23094,40.5,50,-657.5,-5.433,,,,
03/23/2019 06:00:00,Mar-23,29227,11184,23094,38.3,48,-260.7,-2.278,,,,
03/23/2019 07:00:00,Mar-23,30277,10213,23094,33.7,44,-970.5,-8.678,,,,
03/23/2019 08:00:00,Mar-23,31557,8791,23094,27.9,38,-1422.4,-13.927,,,,
03/23/2019 09:00:00,Mar-23,33037,7924,23094,24.0,34,-866.6,-9.858,,,,
03/23/2019 10:00:00,Mar-23,34162,6813,23094,19.9,30,-1111.3,-14.024,,,,
03/23/2019 11:00:00,Mar-23,34952,8059,23094,23.1,35,1246.5,18.295,,,,
03/23/2019 12:00:00,Mar-23,35301,6603,23094,18.7,29,-1456.1,-18.068,,,,
03/23/2019 13:00:00,Mar-23,35430,5825,23094,16.4,25,-778.1,-11.784,,,,
03/23/2019 14:00:00,Mar-23,35217,6600,23094,18.7,29,774.9,13.303,,,,
03/23/2019 15:00:00,Mar-23,35080,8265,23094,23.6,36,1664.9,25.226,,,,
03/23/2019 16:00:00,Mar-23,35176,9220,23094,26.2,40,955.3,11.558,,,,
03/23/2019 17:00:00,Mar-23,35191,8905,23094,25.3,39,-315.5,-3.422,,,,
03/23/2019 18:00:00,Mar-23,35123,8217,23094,23.4,36,-687.5,-7.72,,,,
03/23/2019 19:00:00,Mar-23,35136,7310,23094,20.8,32,-906.9,-11.037,,,,
03/23/2019 20:00:00,Mar-23,35971,7442,23094,20.7,32,131.6,1.8,,,,
03/23/2019 21:00:00,Mar-23,35679,8212,23094,23.0,36,770.5,10.354,,,,
03/23/2019 22:00:00,Mar-23,34678,8599,23094,24.8,37,386.5,4.706,,,,
03/23/2019 23:00:00,Mar-23,32945,8904,23094,27.0,39,305.4,3.552,,,,
03/24/2019 00:00:00,Mar-24,31017,9740,23094,31.4,42,835.9,9.387,,,,
03/24/2019 01:00:00,Mar-24,29761,11682,23094,39.3,51,1941.7,19.935,,,,
03/24/2019 02:00:00,Mar-24,28688,11979,23094,41.8,52,297.0,2.543,,,,
03/24/2019 03:00:00,Mar-24,28134,12032,23094,42.8,52,53.0,0.442,,,,
03/24/2019 04:00:00,Mar-24,27872,11826,23094,42.4,51,-205.9,-1.711,,,,
03/24/2019 05:00:00,Mar-24,27808,11285,23094,40.6,49,-541.5,-4.579,,,,
03/24/2019 06:00:00,Mar-24,28230,11182,23094,39.6,48,-102.3,-0.906,,,,
03/24/2019 07:00:00,Mar-24,29108,9749,23094,33.5,42,-1433.0,-12.815,,,,
03/24/2019 08:00:00,Mar-24,29958,8591,23094,28.7,37,-1158.0,-11.878,,,,
03/24/2019 09:00:00,Mar-24,31823,6506,23094,20.4,28,-2085.4,-24.273,,,,
03/24/2019 10:00:00,Mar-24,33457,6329,23094,18.9,27,-176.6,-2.714,,,,
03/24/2019 11:00:00,Mar-24,34466,5795,23094,16.8,25,-534.8,-8.45,,,,
03/24/2019 12:00:00,Mar-24,35328,4570,23094,12.9,20,-1224.3,-21.128,,,,
03/24/2019 13:00:00,Mar-24,36171,4361,23094,12.1,19,-209.5,-4.584,,,,
03/24/2019 14:00:00,Mar-24,37135,4197,23094,11.3,18,-163.6,-3.752,,,,
03/24/2019 15:00:00,Mar-24,37823,4479,23094,11.8,19,281.4,6.704,,,,
03/24/2019 16:00:00,Mar-24,38953,4545,23094,11.7,20,66.5,1.484,,,,
03/24/2019 17:00:00,Mar-24,39733,4935,23094,12.4,21,390.0,8.581,,,,
03/24/2019 18:00:00,Mar-24,40153,4940,23094,12.3,21,4.7,0.095,,,,
